Episode,SurvivalMonths,Reward
276,51.5,1449.9749
278,52.5,1486.1464
280,48.5,1507.545
282,56.0,1529.1588
284,54.0,1747.8619
286,50.25,1611.4783
288,51.0,1644.1547
290,51.0,1743.2028
292,52.5,1434.5056
294,51.5,1466.5891
296,52.25,1424.0061
298,51.0,1266.6572
300,48.5,1424.9725
302,49.75,1283.4296
304,48.75,710.3817
306,56.5,1849.7708
308,51.5,1362.4967
310,57.0,1969.2645
312,51.25,1412.6854
314,50.5,1176.7158
316,53.0,1611.2777
318,49.0,1003.6776
320,48.5,1437.6038
322,54.5,1665.5917
324,45.75,1115.1602
326,50.0,1515.4528
328,53.75,1509.9236
330,54.25,1643.2766
332,46.25,1404.888
334,55.5,1487.8195
336,54.25,1132.8503
338,51.0,1486.0407
340,45.75,927.4137
342,55.5,1664.8599
344,53.25,1135.2825
346,55.25,837.3356
348,51.5,1349.5884
350,53.0,1603.9961
352,49.0,1362.4862
354,51.0,1333.9608
356,51.5,1384.291
358,51.0,1369.7348
360,42.25,1095.2791
362,49.75,1476.1655
364,55.75,1900.1381
366,47.0,1431.0517
368,50.75,1358.2605
370,45.75,1450.2031
372,50.75,1488.3994
374,54.25,1503.5563
376,54.75,1608.561
378,55.0,1437.5807
380,51.5,1330.8629
382,46.0,1273.3087
384,44.75,1121.2428
386,54.5,1440.0435
388,51.5,1351.8088
390,53.75,1521.7569
392,53.5,1674.0839
394,55.25,1738.2573
396,55.5,1610.5073
398,49.25,1456.0535
400,54.75,1556.6809
402,46.25,1332.0614
404,48.25,997.0094
406,50.25,1244.1372
408,54.5,1731.1263
410,47.75,1375.3044
412,51.0,1681.7773
414,51.25,1476.6903
416,52.25,1312.4416
418,54.0,1651.1794
420,48.0,1522.8812
422,55.75,1783.0836
424,51.75,1623.4464
426,51.75,1477.4544
428,51.75,1411.6286
430,47.5,1040.885
432,51.75,1482.6472
434,47.5,943.8537
436,53.25,1643.5412
438,53.5,1699.8705
440,54.0,1871.1205
442,50.25,1040.0076
444,46.25,1178.3651
446,55.0,1852.2634
448,54.5,1749.4315
450,50.75,1230.6356
452,53.75,1706.2144
454,49.5,1578.623
456,47.25,1415.5785
458,54.0,1470.2453
460,50.75,1206.2582
462,56.5,1859.5752
464,48.5,1393.438
466,51.75,1427.297
468,54.25,1528.743
470,52.5,1541.7935
472,49.25,1420.6756
474,52.25,1571.9793
476,53.25,1637.8801
478,54.0,1676.139
480,53.25,1481.7369
482,49.75,1461.374
484,50.0,1201.5098
486,53.5,1651.5197
488,43.0,1141.6337
490,50.5,1230.8013
492,52.75,1299.4486
494,52.5,1541.9073
496,44.75,1316.6622
498,55.75,1856.8787
500,55.25,1591.0046
502,45.25,1223.0346
504,52.5,1309.0694
506,57.25,1924.302
508,54.25,1793.0639
510,54.75,1811.6205
512,55.0,1558.1175
514,54.75,1680.4487
516,49.0,1270.2458
518,56.25,1668.8988
520,52.5,1241.2832
522,49.5,1586.0655
524,43.75,1323.8608
526,51.25,1415.8567
528,44.75,1374.5831
530,51.25,1394.3599
532,53.5,1368.3211
534,56.5,1690.0701
536,55.25,1776.6924
538,51.25,1303.191
540,51.5,1452.7837
542,51.75,1581.6803
544,49.5,1300.7601
546,54.75,1734.7739
548,43.5,1295.6394
550,52.0,1480.947
552,54.75,1700.181
554,52.25,1605.7787
556,54.0,1580.4462
558,50.75,1554.4135
560,52.25,1696.815
562,51.25,1258.7457
564,50.75,939.6586
566,50.5,1511.8248
568,52.0,1507.7422
570,57.0,1881.8237
572,50.75,1529.7211
574,49.25,1565.8381
576,51.5,1393.1249
578,53.25,1709.6057
580,53.0,1457.7766
582,52.75,1457.8548
584,46.25,1268.1475
586,45.25,1348.6366
588,50.5,609.3572
590,52.75,1513.7217
592,51.75,1196.9252
594,52.5,1733.074
596,56.0,1888.6474
598,51.75,1535.8144
600,52.25,1356.2428
602,47.5,1356.0748
604,54.75,1603.146
606,57.0,1926.2376
608,51.25,1668.8301
610,47.5,1090.0855
612,53.25,1528.9963
614,55.5,1731.4287
616,52.0,1400.9762
618,58.25,1818.1316
620,55.25,1689.9545
622,49.75,1346.2911
624,56.0,1655.2943
626,54.75,1783.1787
628,49.0,1339.9258
630,50.75,1616.6872
632,55.25,1838.6745
634,55.0,1783.288
636,54.5,1487.3805
638,52.25,1536.5515
640,55.25,1675.6684
642,52.5,1516.7059
644,52.0,1377.1122
646,46.0,1354.0595
648,54.5,1624.5224
650,53.5,1377.1526
652,54.5,1601.3133
654,52.75,1304.9217
656,53.75,1406.434
658,51.75,1151.8267
660,51.5,1331.9078
662,49.75,877.6074
664,53.25,1419.2144
666,46.5,1294.9174
668,55.25,1617.4385
670,54.0,1439.7338
672,52.5,1683.4474
674,50.75,1347.2397
676,53.5,1604.7156
678,58.25,1880.3352
680,55.0,1408.3158
682,53.5,1746.2627
684,54.75,1740.9967
686,55.5,1666.7566
688,55.25,1777.0292
690,49.75,1438.3198
692,57.25,1871.916
694,49.25,1217.3937
696,56.0,1848.9265
698,58.0,1960.4543
700,56.0,1697.8394
702,50.75,1287.8251
704,47.0,1276.9628
706,47.75,1273.4249
708,55.0,1524.2057
710,49.5,1513.9655
712,54.0,1415.5708
714,48.25,1250.7168
716,50.25,1254.9355
718,47.75,1193.2315
720,54.5,1524.5224
722,54.75,1579.7143
724,54.75,1452.2552
726,55.25,1776.6498
728,50.0,1120.2509
730,52.25,1437.8336
732,46.0,1340.5301
734,45.25,1187.9119
736,52.5,1404.4401
738,53.75,1604.7257
740,50.75,1124.0905
742,49.75,1362.7351
744,53.75,1782.4992
746,55.75,1717.3309
748,49.75,1564.9287
750,51.25,1672.6093
752,50.0,1198.6622
754,51.75,1355.1926
756,53.5,1554.2921
758,55.0,1796.1005
760,49.25,1532.9844
762,45.25,1277.6835
764,50.5,1060.4845
766,55.0,1634.6453
768,57.75,1937.0348
770,45.5,1323.7663
772,55.0,1719.7247
774,49.25,1329.8063
776,50.5,1441.3703
778,53.75,1555.3823
780,47.0,1358.9779
782,47.5,1250.5032
784,52.5,1519.6099
786,49.5,1143.7093
788,52.0,1458.0741
790,54.0,1705.0674
792,55.5,1674.1852
794,52.0,1632.2884
796,55.75,1843.7636
798,48.25,1453.6998
800,51.25,1341.5437
802,52.5,1455.6115
804,54.0,1347.7029
806,53.5,1377.3902
808,48.25,1303.4866
810,57.5,1956.574
812,49.0,1447.9225
814,52.0,1537.3091
816,54.75,1798.6337
818,52.5,1660.6357
820,49.0,1506.3045
822,55.5,1781.7073
824,46.5,1253.0217
826,55.5,1704.9295
828,53.0,1247.4192
830,56.75,1892.4995
832,51.25,1685.2719
834,49.5,1474.248
836,52.25,1334.5186
838,46.75,1524.5326
840,53.5,1520.5273
842,52.5,1532.0927
844,49.25,1463.8056
846,50.25,1361.518
848,53.25,1528.0227
850,53.75,1607.6163
852,52.25,1399.2258
854,48.25,1498.2787
856,56.25,1701.5996
858,52.5,1561.7039
860,55.75,1909.3732
862,50.5,1510.7484
864,45.25,845.4341
866,52.5,1556.6207
868,52.25,1395.7695
870,55.75,1776.7689
872,53.0,1590.9468
874,55.75,1755.5341
876,49.5,1382.5113
878,55.5,1784.8025
880,55.25,1636.2756
882,47.25,1313.6922
884,54.75,1780.2655
886,53.5,1633.5089
888,53.5,1457.5831
890,52.5,1732.7417
892,56.0,1674.7199
894,52.25,1576.379
896,52.0,1444.2814
898,54.75,1789.2123
900,50.25,1422.4753
902,54.75,1700.6224
904,57.0,1898.4712
906,57.0,1721.8507
908,56.75,1843.8776
910,55.5,1740.4987
912,53.25,1575.799
914,54.5,1855.4585
916,53.25,1565.7828
918,54.25,1782.2764
920,52.0,1627.2525
922,51.0,1660.8038
924,54.25,1423.0992
926,53.75,1523.4481
928,50.75,1074.989
930,54.0,1880.8955
932,53.75,1791.8787
934,56.5,1871.4944
936,42.5,1257.5897
938,55.25,1758.3792
940,55.5,1600.1793
942,52.75,1356.5604
944,51.25,998.8484
946,55.75,1691.3155
948,54.75,1098.1813
950,57.75,2011.9069
952,45.0,1311.4023
954,54.25,1492.6206
956,54.75,1728.2977
958,50.5,1154.495
960,49.5,1431.3028
962,54.25,1501.1118
964,53.75,1609.8127
966,56.0,1906.7958
968,53.75,1678.8778
970,54.5,1745.8479
972,54.25,1667.5536
974,55.0,1724.1612
976,56.25,1785.3821
978,45.75,1357.4985
980,54.5,1794.7597
982,48.75,1535.4746
984,52.5,1614.4455
986,55.25,1700.17
988,55.75,1804.2345
990,49.25,1222.2054
992,51.0,1549.4717
994,53.5,1407.0247
996,51.75,1499.2043
998,49.75,1032.0094
1000,47.0,1315.558
1002,50.5,1190.6018
1004,55.75,1621.5519
1006,51.25,1205.463
1008,51.25,1053.8294
1010,52.0,1355.6167
1012,54.5,1584.4161
1014,52.25,1311.036
1016,51.25,1422.9308
1018,54.75,1606.8768
1020,55.0,1777.6389
1022,54.0,1549.5552
1024,53.25,1617.5875
1026,51.75,1403.3345
1028,51.25,1537.0707
1030,54.75,1563.1983
1032,54.5,1681.2108
1034,55.75,1837.0472
1036,52.75,1649.6652
1038,50.25,1553.5241
1040,53.0,1611.0915
1042,49.25,1530.8467
1044,55.75,1849.793
1046,56.5,1846.7394
1048,55.5,1800.6065
1050,54.25,1338.1915
1052,54.75,1305.2022
1054,51.0,1359.9036
1056,51.5,1259.6337
1058,55.25,1457.9855
1060,51.75,1670.8943
1062,53.75,1650.4343
1064,53.0,1531.7071
1066,52.75,1567.4097
1068,48.25,1512.891
1070,52.25,1595.212
1072,56.0,1832.2658
1074,54.25,1765.4205
1076,52.0,1588.5475
1078,53.75,1155.8612
1080,55.5,1743.5759
1082,53.5,1624.4987
1084,51.0,1613.1688
1086,55.5,1787.7432
1088,57.0,1996.4308
1090,56.5,1971.3002
1092,48.5,1368.461
1094,54.25,1551.8971
1096,47.75,1531.3442
1098,54.25,1674.786
1100,51.75,1467.6191
1102,51.25,1654.1677
1104,55.25,1655.0283
1106,53.0,1647.9114
1108,55.75,1713.6172
1110,54.0,1705.8088
1112,55.5,1703.5309
1114,54.75,1759.8952
1116,57.0,1919.1427
1118,53.5,1766.4197
1120,56.0,1776.3169
1122,57.0,1940.6723
1124,50.25,1488.8353
1126,55.0,1820.6399
1128,49.75,1447.5442
1130,54.5,1694.4053
1132,53.25,1645.8126
1134,53.75,1702.4413
1136,55.0,1813.3758
1138,56.75,1749.9139
1140,51.0,1467.2228
1142,55.75,1378.3673
1144,54.75,1714.944
1146,54.5,1758.4371
1148,56.5,1463.0185
1150,53.5,1294.2604
1152,52.25,1679.0161
1154,53.0,1601.596
1156,57.25,1840.1394
1158,54.75,1759.2817
1160,50.5,1417.4422
1162,51.0,1501.9153
1164,53.25,1713.2918
1166,56.0,1834.1344
1168,52.25,1559.2496
1170,54.75,1842.9763
1172,55.25,1751.7407
1174,52.25,1701.6871
1176,49.5,1420.0959
1178,52.75,1571.4507
1180,56.5,1805.993
1182,50.5,1480.9894
1184,54.75,1630.0185
1186,55.5,1762.9876
1188,55.0,1747.0481
1190,54.25,1674.4223
1192,55.0,1781.2715
1194,46.0,1364.453
1196,57.0,1902.393
1198,57.0,1825.9901
1200,54.75,1642.3153
1202,53.25,1601.8097
1204,55.0,1753.6323
1206,51.0,1453.1333
1208,54.25,1542.0226
1210,51.5,1321.1591
1212,53.25,1459.1095
1214,55.5,1805.6976
1216,48.5,1510.1239
1218,54.75,1649.7508
1220,53.0,1602.4472
1222,51.75,1510.0452
1224,54.5,1578.1856
1226,52.75,1457.0785
1228,54.25,1565.0907
1230,52.0,1392.8341
1232,52.5,1472.4204
1234,54.0,1360.0553
1236,58.5,1948.5691
1238,55.25,1932.1868
1240,50.5,1482.6698
1242,49.75,1622.3585
1244,53.75,1688.9802
1246,55.5,1819.7878
1248,55.5,1495.8493
1250,55.0,1760.4319
1252,55.25,1795.1461
1254,50.25,1681.9599
1256,52.0,1602.1789
1258,56.25,1712.6907
1260,51.25,1414.6208
1262,55.0,1723.4209
1264,57.25,1678.295
1266,55.5,1675.823
1268,45.25,1368.3319
1270,54.75,1761.5385
1272,54.0,1607.9639
1274,54.5,1442.8392
1276,52.75,1581.543
1278,57.0,1894.727
1280,45.0,1313.2979
1282,54.5,1701.1454
1284,53.0,1640.3186
1286,53.5,1526.6839
1288,56.5,1820.7785
1290,55.0,1757.5237
1292,55.75,1836.6844
1294,52.25,1678.7382
1296,55.75,1781.228
1298,56.5,1875.1811
1300,50.25,1588.0453
1302,55.5,1698.7417
1304,51.5,1508.2248
1306,54.25,1809.889
1308,55.5,1668.1951
1310,53.75,1612.502
1312,51.25,1415.881
1314,54.5,1738.0085
1316,53.5,1623.3822
1318,49.0,1270.1155
1320,54.0,1619.2691
1322,54.0,1724.7696
1324,53.5,1569.8204
1326,55.25,1819.3492
1328,55.0,1758.7994
1330,56.25,1978.1036
1332,53.75,1830.6942
1334,53.5,1500.3653
1336,52.75,1493.9357
1338,56.25,1837.1846
1340,52.5,1602.178
1342,55.5,1795.9952
1344,55.5,1618.8656
1346,55.25,1784.5963
1348,55.0,1567.2932
1350,52.75,1639.3983
1352,54.0,1692.5011
1354,53.75,1574.8643
1356,56.0,1922.0949
1358,54.0,1765.4252
1360,56.5,1917.9766
1362,56.0,1956.5557
1364,54.0,1852.2807
1366,54.25,1715.699
1368,54.25,1591.0213
1370,55.25,1798.1814
1372,57.25,1946.3636
1374,52.0,1527.7676
1376,47.0,1344.2382
1378,51.75,1652.8479
1380,53.0,1433.2465
1382,55.5,1747.0384
1384,55.0,1661.1505
1386,51.25,1446.5949
1388,54.75,1709.1265
1390,57.25,1941.0384
1392,54.25,1674.2813
1394,48.5,1523.106
1396,54.0,1665.8232
1398,57.0,1940.4602
1400,51.25,1549.035
1402,54.0,1809.9502
1404,50.0,1326.6562
1406,57.5,1858.852
1408,55.5,1895.0096
1410,51.0,1347.2456
1412,53.25,1544.6976
1414,58.0,1888.0624
1416,44.0,1301.3849
1418,50.75,1520.5716
1420,55.5,1790.7103
1422,49.25,1471.6735
1424,55.0,1727.2732
1426,54.75,1692.9877
1428,56.0,1732.0536
1430,55.75,1738.7704
1432,55.25,1671.076
1434,53.75,1481.4059
1436,55.75,1841.6801
1438,54.0,1742.5638
1440,55.25,1814.7358
1442,52.5,1738.4353
1444,55.5,1832.4516
1446,50.5,1588.156
1448,48.5,1544.7828
1450,54.5,1627.2329
1452,56.0,1715.574
1454,56.25,1918.1344
1456,56.25,1837.7591
1458,55.0,1794.6863
1460,50.5,1606.7118
1462,46.5,1338.9125
1464,56.75,1854.648
1466,54.75,1823.1779
1468,53.5,1855.3432
1470,53.25,1725.5874
1472,46.75,1473.639
1474,55.5,1790.3329
1476,48.25,1452.1652
1478,57.25,1826.2638
1480,54.5,1751.9711
1482,46.0,1371.6866
1484,54.25,1470.3029
1486,59.25,1876.0218
1488,56.0,1829.1767
1490,56.5,1872.8526
1492,49.0,1477.226
1494,54.75,1634.7009
1496,53.25,1393.5614
1498,47.25,979.6806
1500,52.0,1416.0052
1502,55.5,1762.5494
1504,54.0,1555.2164
1506,54.25,1584.5402
1508,52.75,1627.0762
1510,57.0,1769.6746
1512,53.75,1611.7564
1514,54.75,1629.8022
1516,56.0,1819.2924
1518,49.75,1482.8364
1520,56.25,1817.0153
1522,49.75,1519.8514
1524,56.0,1904.2079
1526,49.75,1507.9936
1528,52.25,1675.4722
1530,55.75,1833.3558
1532,53.25,1775.1811
1534,58.0,2103.6145
1536,43.75,1187.603
1538,54.25,1705.1942
1540,55.75,1851.1047
1542,57.75,1677.657
1544,53.5,1419.7378
1546,54.0,1667.1423
1548,52.5,1406.9179
1550,54.5,1642.7189
1552,52.75,1498.6575
1554,56.5,1773.5156
1556,54.75,1578.0484
1558,53.75,1759.3902
1560,54.5,1500.2483
1562,49.5,1531.3002
1564,49.0,1418.1451
1566,54.25,1350.8914
1568,55.75,1578.8454
1570,51.5,1239.1404
1572,54.0,1307.8246
1574,53.0,1298.6722
1576,54.25,1684.3369
1578,55.75,1628.7634
1580,56.75,1894.947
1582,52.0,1497.6335
1584,51.0,1438.0335
1586,53.0,1560.2136
1588,53.25,1497.5687
1590,56.25,1714.2712
1592,53.75,1513.8009
1594,54.0,1728.2794
1596,50.5,1392.4107
1598,55.0,1659.7538
1600,57.0,1856.8544
1602,53.75,1431.1774
1604,54.25,1574.1815
1606,53.25,1558.6013
1608,56.25,1846.7493
1610,55.25,1762.1263
1612,54.5,1711.7118
1614,56.0,1911.5942
1616,52.25,1624.2012
1618,54.0,1796.9297
1620,53.5,1828.8578
1622,54.0,1655.2028
1624,54.0,1556.8132
1626,56.0,1626.8054
1628,55.0,1726.4106
1630,56.5,1867.9122
1632,53.25,1079.8653
1634,52.75,1513.2276
1636,56.25,1817.146
1638,53.0,1580.2509
1640,55.25,1864.0555
1642,54.75,1716.7783
1644,46.25,1240.208
1646,52.5,1303.4445
1648,55.0,1676.5621
1650,56.75,1993.0882
1652,56.0,1764.3795
1654,58.75,2061.1998
1656,57.25,1981.4268
1658,52.0,1681.3257
1660,54.0,1773.1796
1662,54.75,1787.5083
1664,51.0,1650.6689
1666,58.25,1929.7542
1668,55.25,1796.6986
1670,54.5,1764.2216
1672,54.75,1778.9644
1674,55.75,1858.3438
1676,44.5,1237.5287
1678,52.75,1512.6795
1680,53.75,1666.94
1682,56.25,1769.7241
1684,52.5,1516.8476
1686,56.0,1657.1486
1688,54.5,1702.0469
1690,55.25,1800.2782
1692,50.25,1608.2872
1694,52.75,1525.9265
1696,55.5,1467.7172
1698,55.0,1775.6281
1700,53.5,1647.4896
1702,49.5,1422.824
1704,53.25,1604.2206
1706,55.5,1646.3652
1708,46.75,1183.1836
1710,52.75,1484.1037
1712,52.75,1459.7469
1714,58.0,2084.0179
1716,53.0,1677.4878
1718,53.75,1565.5684
1720,55.0,1756.2287
1722,56.75,1814.3994
1724,50.0,1546.3013
1726,59.5,1935.4177
1728,54.0,1448.1975
1730,51.25,1434.3156
1732,51.25,1547.4104
1734,53.0,1770.1953
1736,57.0,1563.6841
1738,53.0,1761.4148
1740,53.0,1588.3303
1742,55.5,1696.8862
1744,49.0,1441.6769
1746,55.0,1122.4568
1748,53.25,1542.2922
1750,57.0,1871.2051
1752,53.5,1509.2789
1754,45.75,1274.9492
1756,55.5,1711.5623
1758,53.0,1421.8247
1760,54.0,1593.7013
1762,52.25,1579.5165
1764,53.75,1331.1909
1766,52.0,1603.2748
1768,55.0,1726.2331
1770,57.75,1805.2096
1772,52.5,1530.5704
1774,55.5,1358.2727
1776,54.0,1668.5726
1778,54.0,1812.3878
1780,53.5,1669.152
1782,53.25,1706.2104
1784,49.5,1485.3558
1786,53.0,1510.5588
1788,56.0,1858.8992
1790,55.0,1798.8605
1792,55.5,1803.1443
1794,53.0,1654.7401
1796,53.75,1749.7563
1798,48.25,1531.6663
1800,51.5,1518.7809
1802,51.5,1566.9444
1804,49.25,1189.9138
1806,55.75,1493.8989
1808,53.75,1534.1251
1810,55.0,1592.4392
1812,51.0,1499.2501
1814,54.25,1495.5898
1816,52.25,1531.069
1818,56.0,1739.8932
1820,54.0,1761.7185
1822,52.75,1478.4453
1824,49.75,1579.1235
1826,51.25,1505.0938
1828,57.75,1745.9499
1830,54.0,1631.6627
1832,55.5,1635.1576
1834,55.75,1908.6257
1836,45.25,1376.1568
1838,50.25,1453.4879
1840,56.0,1855.7839
1842,49.5,1479.3216
1844,55.75,1834.2014
1846,55.25,1699.8381
1848,53.0,1493.9143
1850,51.0,1605.3309
1852,46.25,1419.6823
1854,53.75,1594.3224
1856,54.5,1666.4352
1858,52.5,1516.6513
1860,55.25,1724.5803
1862,57.25,1556.8067
1864,53.75,1581.1736
1866,54.5,1380.4564
1868,54.5,1657.9619
1870,53.5,1584.7788
1872,54.75,1555.9695
1874,49.0,1303.7523
1876,57.0,1575.7878
1878,47.75,1434.1601
1880,56.25,1863.269
1882,47.25,1335.4918
1884,56.75,1677.9113
1886,52.25,1517.5961
1888,52.5,1589.5573
1890,53.25,1498.06
1892,54.25,1670.396
1894,54.5,1650.9505
1896,54.25,1534.7421
1898,55.75,1501.9208
1900,54.75,1766.4052
1902,48.5,1332.9038
1904,56.0,1736.0278
1906,54.75,1711.6879
1908,54.25,1716.2423
1910,54.5,1674.2852
1912,47.25,1506.9533
1914,55.5,1580.6153
1916,57.5,1881.5319
1918,47.5,1469.384
1920,58.25,1888.7928
1922,58.0,1718.1194
1924,54.25,1671.4367
1926,55.5,1641.182
1928,56.0,1732.8462
1930,52.75,1523.4465
1932,56.5,1639.8727
1934,50.25,1563.4499
1936,56.75,1846.3676
1938,53.25,1629.2808
1940,54.75,1667.8208
1942,57.25,1972.9019
1944,54.25,1644.6494
1946,55.25,1528.0076
1948,55.5,1770.6123
1950,48.75,1413.7535
1952,53.5,1377.2917
1954,55.0,1611.5717
1956,53.75,1197.8434
1958,54.5,1743.456
1960,51.0,1289.0793
1962,54.25,1722.3497
1964,56.0,1901.4114
1966,57.0,1755.2805
1968,52.5,1500.7485
1970,52.5,1518.9648
1972,54.75,1686.652
1974,53.0,1518.9342
1976,54.25,1171.7401
1978,47.25,1523.673
1980,55.5,1488.3561
1982,52.5,1604.0289
1984,57.25,1899.8804
1986,54.25,1689.6468
1988,50.0,1549.0201
1990,53.25,1454.4123
1992,56.25,1713.4533
1994,56.25,1662.2825
1996,52.0,1527.4657
1998,55.25,1707.2671
2000,50.25,1450.2215
2002,48.5,1463.0781
2004,51.0,1527.8342
2006,56.75,1761.2682
2008,53.0,1732.9638
2010,56.5,1761.2496
2012,56.25,1807.2196
2014,54.75,1651.3492
2016,55.25,1693.5699
2018,53.0,1748.1886
2020,53.75,1554.7197
2022,56.0,1856.2678
2024,58.5,1963.3339
2026,57.25,1698.8017
2028,54.25,1502.1959
2030,54.5,1731.2649
2032,54.5,1688.5691
2034,56.75,1919.0543
2036,52.0,1419.8897
2038,58.0,1951.0721
2040,56.0,1843.6187
2042,54.0,1725.3539
2044,53.0,1459.5635
2046,54.0,1722.1471
2048,56.0,1655.5416
2050,52.75,1560.0132
2052,57.0,1731.4838
2054,58.75,2007.8321
2056,46.75,1447.236
2058,54.75,1686.5628
2060,54.75,1809.6578
2062,55.0,1728.1275
2064,55.75,1776.3443
2066,57.75,2088.8378
2068,56.75,1930.6196
2070,56.0,1837.1835
2072,55.75,1711.3142
2074,57.0,1909.4173
2076,46.75,1434.6886
2078,55.75,1801.3592
2080,54.0,1533.669
2082,53.0,1713.4885
2084,56.75,1943.318
2086,57.5,1959.6827
2088,54.5,1806.8019
2090,49.25,1432.8859
2092,51.0,1491.6398
2094,56.25,1547.0188
2096,54.75,1377.9467
2098,52.5,1645.7363
2100,53.25,1605.4503
2102,53.75,1728.8758
2104,54.5,1591.1593
2106,54.75,1872.3549
2108,54.75,1639.5578
2110,52.5,1448.3061
2112,50.75,1286.4082
2114,53.5,1648.1298
2116,54.75,1567.7956
2118,56.75,1945.9955
2120,56.25,1633.7857
2122,57.5,1869.8697
2124,50.5,1514.1508
2126,52.25,1478.5618
2128,55.0,1525.0728
2130,54.5,1618.6031
2132,55.25,1596.8327
2134,56.25,1877.919
2136,55.25,1755.3871
2138,51.75,1550.2736
2140,54.5,1811.9104
2142,54.25,1766.1392
2144,52.25,1456.488
2146,58.25,1974.42
2148,55.75,1772.3965
2150,54.0,1552.6614
2152,56.5,1772.973
2154,58.5,2002.7962
2156,54.25,1710.4094
2158,55.25,1639.0137
2160,53.5,1657.9923
2162,55.5,1776.8347
2164,56.0,1735.6143
2166,55.75,1706.2847
2168,51.0,1543.8935
2170,49.25,1396.2019
2172,49.75,1501.0986
2174,55.0,1706.7547
2176,53.5,1632.4478
2178,52.0,1494.7661
2180,54.0,1555.3067
2182,53.5,1744.7047
2184,56.75,1845.4361
2186,51.75,1438.6037
2188,50.25,1590.5962
2190,56.25,1869.112
2192,53.75,1791.457
2194,58.25,1895.749
2196,55.5,1928.3774
2198,57.25,1961.643
2200,51.5,1732.2053
2202,47.0,1568.6501
2204,56.5,1617.2894
2206,50.75,1666.6347
2208,56.0,1683.7474
2210,55.75,1920.0449
2212,54.25,1691.9129
2214,54.25,1819.5945
2216,55.75,1692.7966
2218,52.75,1434.3092
2220,54.75,1663.1198
2222,54.5,1834.8678
2224,55.0,1676.1622
2226,54.25,1718.9659
2228,54.5,1758.5649
2230,57.25,1852.4625
2232,49.75,1374.6258
2234,53.75,1779.5405
2236,49.75,1593.5861
2238,55.75,1730.9485
2240,54.25,1720.8895
2242,53.5,1721.4194
2244,53.75,1738.2046
